PT 2,PT 1,PT 3
2.4,2.4,3.022244176
2.4,2.4,3.021625312
2.4,2.4,3.021006649
2.4,2.4,3.020388187
2.4,2.4,3.019769925
2.4,2.4,3.019151864
2.4,2.4,3.018534004
2.4,2.4,3.017916344
2.4,2.4,3.017298884
2.4,2.4,3.016681624
2.4,2.4,3.016064565
2.4,2.4,3.015447705
2.4,2.4,3.014831046
2.4,2.4,3.014214586
2.4,2.4,3.013598326
2.4,2.4,3.012982266
2.4,2.4,3.012366405
2.4,2.4,3.011750744
2.4,2.4,3.011135282
2.4,2.4,3.01052002
2.4,2.4,3.009904957
2.4,2.4,3.009290093
2.4,2.4,3.008675428
2.4,2.4,3.008060962
2.4,2.4,3.007446695
2.4,2.4,3.006832627
2.4,2.4,3.006218757
2.4,2.4,3.005605086
2.4,2.4,3.004991614
2.4,2.4,3.00437834
2.4,2.4,3.003765264
2.4,2.4,3.003152387
2.4,2.4,3.002539707
2.4,2.4,3.001927226
2.4,2.4,3.001314943
2.4,2.4,3.000702858
2.4,2.4,3.000090971
2.4,2.4,2.999479281
2.4,2.4,2.998867789
2.4,2.4,2.998256495
2.4,2.4,2.997645398
2.4,2.4,2.997034498
2.4,2.4,2.996423796
2.4,2.4,2.995813291
2.4,2.4,2.995202983
2.4,2.4,2.994592872
2.4,2.4,2.993982958
2.4,2.4,2.993373241
2.4,2.4,2.992763721
2.4,2.4,2.992154398
2.4,2.4,2.991545271
2.4,2.4,2.99093634
2.4,2.4,2.990327606
2.4,2.4,2.989719069
2.4,2.4,2.989110727
2.4,2.4,2.988502582
2.4,2.4,2.987894633
2.4,2.4,2.98728688
2.4,2.4,2.986679323
2.4,2.4,2.986071961
2.4,2.4,2.985464796
2.4,2.4,2.984857826
2.4,2.4,2.984251051
2.4,2.4,2.983644472
2.4,2.4,2.983038089
2.4,2.4,2.982431901
2.4,2.4,2.981825908
2.4,2.4,2.98122011
2.4,2.4,2.980614507
2.4,2.4,2.980009099
2.4,2.4,2.979403886
2.4,2.4,2.978798868
2.4,2.4,2.978194045
2.4,2.4,2.977589416
2.4,2.4,2.976984982
2.4,2.4,2.976380742
2.4,2.4,2.975776696
2.4,2.4,2.975172845
2.4,2.4,2.974569188
2.4,2.4,2.973965725
2.4,2.4,2.973362457
2.4,2.4,2.972759382
2.4,2.4,2.972156501
2.4,2.4,2.971553813
2.4,2.4,2.97095132
2.4,2.4,2.97034902
2.4,2.4,2.969746913
2.4,2.4,2.969145
2.4,2.4,2.96854328
2.4,2.4,2.967941754
2.4,2.4,2.967340421
2.4,2.4,2.96673928
2.4,2.4,2.966138333
2.4,2.4,2.965537579
2.4,2.4,2.964937017
2.3,2.3,2.964336649
2.3,2.3,2.963736473
2.3,2.3,2.963136489
2.3,2.3,2.962536698
2.3,2.3,2.9619371
2.3,2.3,2.961337693
2.3,2.3,2.960738479
2.3,2.3,2.960139458
2.3,2.3,2.959540628
2.3,2.3,2.95894199
2.3,2.3,2.958343544
2.3,2.3,2.95774529
2.3,2.3,2.957147228
2.3,2.3,2.956549357
2.3,2.3,2.955951678
2.3,2.3,2.95535419
2.3,2.3,2.954756894
2.3,2.3,2.954159789
2.3,2.3,2.953562875
2.3,2.3,2.952966153
2.3,2.3,2.952369621
2.3,2.3,2.951773281
2.3,2.3,2.951177131
2.3,2.3,2.950581172
2.3,2.3,2.949985404
2.3,2.3,2.949389827
2.3,2.3,2.94879444
2.3,2.3,2.948199244
2.3,2.3,2.947604238
2.3,2.3,2.947009422
2.3,2.3,2.946414797
2.3,2.3,2.945820361
2.3,2.3,2.945226116
2.3,2.3,2.944632061
2.3,2.3,2.944038195
2.3,2.3,2.94344452
2.3,2.3,2.942851034
2.3,2.3,2.942257738
2.3,2.3,2.941664631
2.3,2.3,2.941071714
2.3,2.3,2.940478986
2.3,2.3,2.939886448
2.3,2.3,2.939294099
2.3,2.3,2.938701939
2.3,2.3,2.938109968
2.3,2.3,2.937518186
2.3,2.3,2.936926593
2.3,2.3,2.936335188
2.3,2.3,2.935743973
2.3,2.3,2.935152946
2.3,2.3,2.934562107
2.3,2.3,2.933971458
2.3,2.3,2.933380996
2.3,2.3,2.932790723
2.3,2.3,2.932200638
2.3,2.3,2.931610742
2.3,2.3,2.931021033
2.3,2.3,2.930431512
2.3,2.3,2.92984218
2.3,2.3,2.929253035
2.3,2.3,2.928664078
2.3,2.3,2.928075308
2.3,2.3,2.927486726
2.3,2.3,2.926898332
2.3,2.3,2.926310125
2.3,2.3,2.925722105
2.3,2.3,2.925134273
2.3,2.3,2.924546628
2.3,2.3,2.92395917
2.3,2.3,2.923371898
2.3,2.3,2.922784814
2.3,2.3,2.922197917
2.3,2.3,2.921611207
2.3,2.3,2.921024683
2.3,2.3,2.920438345
2.3,2.3,2.919852195
2.3,2.3,2.91926623
2.3,2.3,2.918680453
2.3,2.3,2.918094861
2.3,2.3,2.917509456
2.3,2.3,2.916924236
2.3,2.3,2.916339203
2.3,2.3,2.915754356
2.3,2.3,2.915169694
2.3,2.3,2.914585219
2.3,2.3,2.914000929
2.3,2.3,2.913416824
2.3,2.3,2.912832906
2.3,2.3,2.912249173
2.3,2.3,2.911665625
2.3,2.3,2.911082262
2.3,2.3,2.910499085
2.3,2.3,2.909916093
2.3,2.3,2.909333286
2.3,2.3,2.908750663
2.3,2.3,2.908168226
2.3,2.3,2.907585974
2.3,2.3,2.907003906
2.3,2.3,2.906422023
2.3,2.3,2.905840325
2.3,2.3,2.905258811
2.3,2.3,2.904677482
2.3,2.3,2.904096337
2.3,2.3,2.903515376
2.3,2.3,2.902934599
2.3,2.3,2.902354007
2.3,2.3,2.901773598
2.3,2.3,2.901193374
2.3,2.3,2.900613333
2.3,2.3,2.900033476
2.3,2.3,2.899453803
2.3,2.3,2.898874313
2.3,2.3,2.898295007
2.3,2.3,2.897715885
2.3,2.3,2.897136946
2.3,2.3,2.89655819
2.3,2.3,2.895979617
2.3,2.3,2.895401228
2.3,2.3,2.894823022
2.3,2.3,2.894244998
2.3,2.3,2.893667158
2.3,2.3,2.8930895
2.3,2.3,2.892512025
2.3,2.3,2.891934733
2.3,2.3,2.891357623
2.3,2.3,2.890780696
2.3,2.3,2.890203952
2.3,2.3,2.889627389
2.3,2.3,2.889051009
2.3,2.3,2.888474812
2.3,2.3,2.887898796
2.3,2.3,2.887322962
2.3,2.3,2.886747311
2.3,2.3,2.886171841
2.3,2.3,2.885596553
2.3,2.3,2.885021447
2.3,2.3,2.884446522
2.3,2.3,2.883871779
2.3,2.3,2.883297218
2.3,2.3,2.882722838
2.3,2.3,2.882148639
2.3,2.3,2.881574621
2.3,2.3,2.881000785
2.3,2.3,2.88042713
2.3,2.3,2.879853656
2.3,2.3,2.879280362
2.3,2.3,2.87870725
2.3,2.3,2.878134318
2.3,2.3,2.877561568
2.3,2.3,2.876988997
2.3,2.3,2.876416608
2.3,2.3,2.875844398
2.3,2.3,2.87527237
2.3,2.3,2.874700521
2.3,2.3,2.874128853
2.3,2.3,2.873557365
2.3,2.3,2.872986057
2.3,2.3,2.872414929
2.3,2.3,2.871843981
2.3,2.3,2.871273213
2.3,2.3,2.870702624
2.3,2.3,2.870132216
2.3,2.3,2.869561987
2.3,2.3,2.868991937
2.3,2.3,2.868422067
2.3,2.3,2.867852376
2.3,2.3,2.867282865
2.3,2.3,2.866713533
2.3,2.3,2.86614438
2.3,2.3,2.865575406
2.3,2.3,2.865006611
2.3,2.3,2.864437995
2.3,2.3,2.863869558
2.3,2.3,2.8633013
2.3,2.3,2.86273322
2.3,2.3,2.862165319
2.3,2.3,2.861597597
2.3,2.3,2.861030053
2.3,2.3,2.860462687
2.3,2.3,2.8598955
2.3,2.3,2.859328491
2.3,2.3,2.85876166
2.3,2.3,2.858195007
2.3,2.3,2.857628532
2.3,2.3,2.857062235
2.3,2.3,2.856496116
2.3,2.3,2.855930175
2.3,2.3,2.855364411
2.3,2.3,2.854798826
2.3,2.3,2.854233417
2.3,2.3,2.853668186
2.3,2.3,2.853103133
2.3,2.3,2.852538257
2.3,2.3,2.851973558
2.3,2.3,2.851409036
2.3,2.3,2.850844691
2.3,2.3,2.850280523
2.3,2.3,2.849716533
2.3,2.3,2.849152719
2.3,2.3,2.848589082
2.3,2.3,2.848025621
2.3,2.3,2.847462338
2.3,2.3,2.84689923
2.3,2.3,2.8463363
2.3,2.3,2.845773545
2.2,2.2,2.845210967
2.2,2.2,2.844648566
2.2,2.2,2.84408634
2.2,2.2,2.843524291
2.2,2.2,2.842962417
2.2,2.2,2.84240072
2.2,2.2,2.841839198
2.2,2.2,2.841277853
2.2,2.2,2.840716683
2.2,2.2,2.840155688
2.2,2.2,2.839594869
2.2,2.2,2.839034226
2.2,2.2,2.838473758
2.2,2.2,2.837913466
2.2,2.2,2.837353348
2.2,2.2,2.836793406
2.2,2.2,2.836233639
2.2,2.2,2.835674048
2.2,2.2,2.835114631
2.2,2.2,2.834555389
2.2,2.2,2.833996322
2.2,2.2,2.833437429
2.2,2.2,2.832878711
2.2,2.2,2.832320168
2.2,2.2,2.8317618
2.2,2.2,2.831203606
2.2,2.2,2.830645586
2.2,2.2,2.83008774
2.2,2.2,2.829530069
2.2,2.2,2.828972572
2.2,2.2,2.828415249
2.2,2.2,2.8278581
2.2,2.2,2.827301125
2.2,2.2,2.826744324
2.2,2.2,2.826187696
2.2,2.2,2.825631243
2.2,2.2,2.825074963
2.2,2.2,2.824518856
2.2,2.2,2.823962923
2.2,2.2,2.823407163
2.2,2.2,2.822851577
2.2,2.2,2.822296164
2.2,2.2,2.821740924
2.2,2.2,2.821185858
2.2,2.2,2.820630964
2.2,2.2,2.820076243
2.2,2.2,2.819521695
2.2,2.2,2.81896732
2.2,2.2,2.818413118
2.2,2.2,2.817859089
2.2,2.2,2.817305232
2.2,2.2,2.816751547
2.2,2.2,2.816198035
2.2,2.2,2.815644696
2.2,2.2,2.815091528
2.2,2.2,2.814538533
2.2,2.2,2.81398571
2.2,2.2,2.81343306
2.2,2.2,2.812880581
2.2,2.2,2.812328274
2.2,2.2,2.811776139
2.2,2.2,2.811224176
2.2,2.2,2.810672384
2.2,2.2,2.810120764
2.2,2.2,2.809569316
2.2,2.2,2.809018039
2.2,2.2,2.808466934
2.2,2.2,2.807916
2.2,2.2,2.807365237
2.2,2.2,2.806814646
2.2,2.2,2.806264225
2.2,2.2,2.805713976
2.2,2.2,2.805163898
2.2,2.2,2.80461399
2.2,2.2,2.804064254
2.2,2.2,2.803514688
2.2,2.2,2.802965293
2.2,2.2,2.802416068
2.2,2.2,2.801867014
2.2,2.2,2.801318131
2.2,2.2,2.800769418
2.2,2.2,2.800220875
2.2,2.2,2.799672503
2.2,2.2,2.799124301
2.2,2.2,2.798576269
2.2,2.2,2.798028407
2.2,2.2,2.797480714
2.2,2.2,2.796933192
2.2,2.2,2.79638584
2.2,2.2,2.795838657
2.2,2.2,2.795291644
2.2,2.2,2.794744801
2.2,2.2,2.794198127
2.2,2.2,2.793651623
2.2,2.2,2.793105288
2.2,2.2,2.792559123
2.2,2.2,2.792013126
2.2,2.2,2.791467299
2.2,2.2,2.790921641
2.2,2.2,2.790376152
2.2,2.2,2.789830832
2.2,2.2,2.789285681
2.2,2.2,2.788740699
2.2,2.2,2.788195885
2.2,2.2,2.787651241
2.2,2.2,2.787106764
2.2,2.2,2.786562457
2.2,2.2,2.786018317
2.2,2.2,2.785474347
2.2,2.2,2.784930544
2.2,2.2,2.78438691
2.2,2.2,2.783843444
2.2,2.2,2.783300146
2.2,2.2,2.782757016
2.2,2.2,2.782214054
2.2,2.2,2.78167126
2.2,2.2,2.781128634
2.2,2.2,2.780586175
2.2,2.2,2.780043884
2.2,2.2,2.779501761
2.2,2.2,2.778959806
2.2,2.2,2.778418017
2.2,2.2,2.777876397
2.2,2.2,2.777334943
2.2,2.2,2.776793657
2.2,2.2,2.776252538
2.2,2.2,2.775711586
2.2,2.2,2.775170801
2.2,2.2,2.774630184
2.2,2.2,2.774089733
2.2,2.2,2.773549449
2.2,2.2,2.773009331
2.2,2.2,2.772469381
2.2,2.2,2.771929597
2.2,2.2,2.771389979
2.2,2.2,2.770850528
2.2,2.2,2.770311243
2.2,2.2,2.769772125
2.2,2.2,2.769233173
2.2,2.2,2.768694388
2.2,2.2,2.768155768
2.2,2.2,2.767617314
2.2,2.2,2.767079027
2.2,2.2,2.766540905
2.2,2.2,2.766002949
2.2,2.2,2.765465159
2.2,2.2,2.764927535
2.2,2.2,2.764390076
2.2,2.2,2.763852783
2.2,2.2,2.763315656
2.2,2.2,2.762778693
2.2,2.2,2.762241897
2.2,2.2,2.761705265
2.2,2.2,2.761168799
2.2,2.2,2.760632498
2.2,2.2,2.760096362
2.2,2.2,2.759560391
2.2,2.2,2.759024585
2.2,2.2,2.758488943
2.2,2.2,2.757953467
2.2,2.2,2.757418155
2.2,2.2,2.756883008
2.2,2.2,2.756348026
2.2,2.2,2.755813208
2.2,2.2,2.755278555
2.2,2.2,2.754744066
2.2,2.2,2.754209741
2.2,2.2,2.75367558
2.2,2.2,2.753141584
2.2,2.2,2.752607752
2.2,2.2,2.752074084
2.2,2.2,2.75154058
2.2,2.2,2.75100724
2.2,2.2,2.750474063
2.2,2.2,2.74994105
2.2,2.2,2.749408202
2.2,2.2,2.748875516
2.2,2.2,2.748342995
2.2,2.2,2.747810636
2.2,2.2,2.747278441
2.2,2.2,2.74674641
2.2,2.2,2.746214542
2.2,2.2,2.745682837
2.2,2.2,2.745151295
2.2,2.2,2.744619916
2.2,2.2,2.744088701
2.2,2.2,2.743557648
2.2,2.2,2.743026758
2.2,2.2,2.742496031
2.2,2.2,2.741965467
2.2,2.2,2.741435065
2.2,2.2,2.740904826
2.2,2.2,2.740374749
2.2,2.2,2.739844835
2.2,2.2,2.739315084
2.2,2.2,2.738785494
2.2,2.2,2.738256067
2.2,2.2,2.737726802
2.2,2.2,2.737197699
2.2,2.2,2.736668759
2.2,2.2,2.73613998
2.2,2.2,2.735611363
2.2,2.2,2.735082908
2.2,2.2,2.734554615
2.2,2.2,2.734026484
2.2,2.2,2.733498514
2.2,2.2,2.732970706
2.2,2.2,2.732443059
2.2,2.2,2.731915574
2.2,2.2,2.73138825
2.2,2.2,2.730861087
2.2,2.2,2.730334086
2.2,2.2,2.729807246
2.2,2.2,2.729280567
2.2,2.2,2.728754049
2.2,2.2,2.728227692
2.2,2.2,2.727701496
2.2,2.2,2.727175461
2.2,2.2,2.726649586
2.2,2.2,2.726123872
2.1,2.1,2.725598319
2.1,2.1,2.725072927
2.1,2.1,2.724547695
2.1,2.1,2.724022623
2.1,2.1,2.723497712
2.1,2.1,2.722972961
2.1,2.1,2.72244837
2.1,2.1,2.72192394
2.1,2.1,2.721399669
2.1,2.1,2.720875559
2.1,2.1,2.720351608
2.1,2.1,2.719827818
2.1,2.1,2.719304187
2.1,2.1,2.718780716
2.1,2.1,2.718257405
2.1,2.1,2.717734253
2.1,2.1,2.717211261
2.1,2.1,2.716688429
2.1,2.1,2.716165756
2.1,2.1,2.715643242
2.1,2.1,2.715120888
2.1,2.1,2.714598692
2.1,2.1,2.714076656
2.1,2.1,2.71355478
2.1,2.1,2.713033062
2.1,2.1,2.712511503
2.1,2.1,2.711990103
2.1,2.1,2.711468862
2.1,2.1,2.710947779
2.1,2.1,2.710426855
2.1,2.1,2.70990609
2.1,2.1,2.709385484
2.1,2.1,2.708865036
2.1,2.1,2.708344746
2.1,2.1,2.707824615
2.1,2.1,2.707304642
2.1,2.1,2.706784828
2.1,2.1,2.706265171
2.1,2.1,2.705745673
2.1,2.1,2.705226333
2.1,2.1,2.70470715
2.1,2.1,2.704188126
2.1,2.1,2.703669259
2.1,2.1,2.703150551
2.1,2.1,2.702632
2.1,2.1,2.702113606
2.1,2.1,2.70159537
2.1,2.1,2.701077292
2.1,2.1,2.700559371
2.1,2.1,2.700041608
2.1,2.1,2.699524002
2.1,2.1,2.699006553
2.1,2.1,2.698489261
2.1,2.1,2.697972127
2.1,2.1,2.697455149
2.1,2.1,2.696938329
2.1,2.1,2.696421665
2.1,2.1,2.695905158
2.1,2.1,2.695388808
2.1,2.1,2.694872615
2.1,2.1,2.694356579
2.1,2.1,2.693840699
2.1,2.1,2.693324975
2.1,2.1,2.692809408
2.1,2.1,2.692293998
2.1,2.1,2.691778744
2.1,2.1,2.691263646
2.1,2.1,2.690748704
2.1,2.1,2.690233919
2.1,2.1,2.689719289
2.1,2.1,2.689204816
2.1,2.1,2.688690499
2.1,2.1,2.688176337
2.1,2.1,2.687662331
2.1,2.1,2.687148481
2.1,2.1,2.686634787
2.1,2.1,2.686121248
2.1,2.1,2.685607865
2.1,2.1,2.685094638
2.1,2.1,2.684581566
2.1,2.1,2.684068649
2.1,2.1,2.683555888
2.1,2.1,2.683043281
2.1,2.1,2.68253083
2.1,2.1,2.682018534
2.1,2.1,2.681506394
2.1,2.1,2.680994408
2.1,2.1,2.680482577
2.1,2.1,2.679970901
2.1,2.1,2.679459379
2.1,2.1,2.678948013
2.1,2.1,2.678436801
2.1,2.1,2.677925744
2.1,2.1,2.677414841
2.1,2.1,2.676904093
2.1,2.1,2.676393499
2.1,2.1,2.675883059
2.1,2.1,2.675372774
2.1,2.1,2.674862643
2.1,2.1,2.674352666
2.1,2.1,2.673842844
2.1,2.1,2.673333175
2.1,2.1,2.67282366
2.1,2.1,2.672314299
2.1,2.1,2.671805092
2.1,2.1,2.671296039
2.1,2.1,2.670787139
2.1,2.1,2.670278394
2.1,2.1,2.669769801
2.1,2.1,2.669261362
2.1,2.1,2.668753077
2.1,2.1,2.668244945
2.1,2.1,2.667736967
2.1,2.1,2.667229141
2.1,2.1,2.666721469
2.1,2.1,2.66621395
2.1,2.1,2.665706584
2.1,2.1,2.665199371
2.1,2.1,2.664692311
2.1,2.1,2.664185404
2.1,2.1,2.66367865
2.1,2.1,2.663172048
2.1,2.1,2.6626656
2.1,2.1,2.662159303
2.1,2.1,2.66165316
2.1,2.1,2.661147169
2.1,2.1,2.66064133
2.1,2.1,2.660135644
2.1,2.1,2.65963011
2.1,2.1,2.659124728
2.1,2.1,2.658619499
2.1,2.1,2.658114421
2.1,2.1,2.657609496
2.1,2.1,2.657104723
2.1,2.1,2.656600102
2.1,2.1,2.656095632
2.1,2.1,2.655591315
2.1,2.1,2.655087149
2.1,2.1,2.654583134
2.1,2.1,2.654079272
2.1,2.1,2.653575561
2.1,2.1,2.653072001
2.1,2.1,2.652568593
2.1,2.1,2.652065337
2.1,2.1,2.651562231
2.1,2.1,2.651059277
2.1,2.1,2.650556474
2.1,2.1,2.650053823
2.1,2.1,2.649551322
2.1,2.1,2.649048972
2.1,2.1,2.648546774
2.1,2.1,2.648044726
2.1,2.1,2.647542829
2.1,2.1,2.647041083
2.1,2.1,2.646539487
2.1,2.1,2.646038042
2.1,2.1,2.645536748
2.1,2.1,2.645035604
2.1,2.1,2.64453461
2.1,2.1,2.644033767
2.1,2.1,2.643533075
2.1,2.1,2.643032532
2.1,2.1,2.64253214
2.1,2.1,2.642031898
2.1,2.1,2.641531806
2.1,2.1,2.641031864
2.1,2.1,2.640532072
2.1,2.1,2.64003243
2.1,2.1,2.639532938
2.1,2.1,2.639033595
2.1,2.1,2.638534402
2.1,2.1,2.638035359
2.1,2.1,2.637536466
2.1,2.1,2.637037722
2.1,2.1,2.636539127
2.1,2.1,2.636040682
2.1,2.1,2.635542386
2.1,2.1,2.63504424
2.1,2.1,2.634546242
2.1,2.1,2.634048394
2.1,2.1,2.633550695
2.1,2.1,2.633053145
2.1,2.1,2.632555744
2.1,2.1,2.632058492
2.1,2.1,2.631561388
2.1,2.1,2.631064434
2.1,2.1,2.630567628
2.1,2.1,2.630070971
2.1,2.1,2.629574462
2.1,2.1,2.629078103
2.1,2.1,2.628581891
2.1,2.1,2.628085828
2.1,2.1,2.627589913
2.1,2.1,2.627094147
2.1,2.1,2.626598529
2.1,2.1,2.626103059
2.1,2.1,2.625607737
2.1,2.1,2.625112563
2.1,2.1,2.624617538
2.1,2.1,2.62412266
2.1,2.1,2.62362793
2.1,2.1,2.623133348
2.1,2.1,2.622638913
2.1,2.1,2.622144627
2.1,2.1,2.621650488
2.1,2.1,2.621156496
2.1,2.1,2.620662652
2.1,2.1,2.620168956
2.1,2.1,2.619675407
2.1,2.1,2.619182005
2.1,2.1,2.618688751
2.1,2.1,2.618195644
2.1,2.1,2.617702683
2.1,2.1,2.61720987
2.1,2.1,2.616717205
2.1,2.1,2.616224686
2.1,2.1,2.615732314
2.1,2.1,2.615240088
2.1,2.1,2.61474801
2.1,2.1,2.614256078
2.1,2.1,2.613764293
2.1,2.1,2.613272655
2.1,2.1,2.612781163
2.1,2.1,2.612289818
2.1,2.1,2.611798619
2.1,2.1,2.611307566
2.1,2.1,2.61081666
2.1,2.1,2.6103259
2.1,2.1,2.609835287
2.1,2.1,2.609344819
2.1,2.1,2.608854498
2.1,2.1,2.608364322
2.1,2.1,2.607874293
2.1,2.1,2.607384409
2.1,2.1,2.606894671
2.1,2.1,2.606405079
2.1,2.1,2.605915633
2.0,2.0,2.605426332
2.0,2.0,2.604937177
2.0,2.0,2.604448168
2.0,2.0,2.603959304
2.0,2.0,2.603470585
2.0,2.0,2.602982012
2.0,2.0,2.602493584
2.0,2.0,2.602005302
2.0,2.0,2.601517164
2.0,2.0,2.601029172
2.0,2.0,2.600541325
2.0,2.0,2.600053622
2.0,2.0,2.599566065
2.0,2.0,2.599078653
2.0,2.0,2.598591385
2.0,2.0,2.598104263
2.0,2.0,2.597617284
2.0,2.0,2.597130451
2.0,2.0,2.596643762
2.0,2.0,2.596157218
2.0,2.0,2.595670818
2.0,2.0,2.595184563
2.0,2.0,2.594698452
2.0,2.0,2.594212485
2.0,2.0,2.593726663
2.0,2.0,2.593240985
2.0,2.0,2.592755451
2.0,2.0,2.59227006
2.0,2.0,2.591784814
2.0,2.0,2.591299712
2.0,2.0,2.590814754
2.0,2.0,2.59032994
2.0,2.0,2.589845269
2.0,2.0,2.589360742
2.0,2.0,2.588876359
2.0,2.0,2.58839212
2.0,2.0,2.587908024
2.0,2.0,2.587424071
2.0,2.0,2.586940262
2.0,2.0,2.586456596
2.0,2.0,2.585973074
2.0,2.0,2.585489695
2.0,2.0,2.585006459
2.0,2.0,2.584523366
2.0,2.0,2.584040416
2.0,2.0,2.58355761
2.0,2.0,2.583074946
2.0,2.0,2.582592425
2.0,2.0,2.582110047
2.0,2.0,2.581627812
2.0,2.0,2.581145719
2.0,2.0,2.580663769
2.0,2.0,2.580181962
2.0,2.0,2.579700298
2.0,2.0,2.579218775
2.0,2.0,2.578737396
2.0,2.0,2.578256158
2.0,2.0,2.577775064
2.0,2.0,2.577294111
2.0,2.0,2.5768133
2.0,2.0,2.576332632
2.0,2.0,2.575852106
2.0,2.0,2.575371722
2.0,2.0,2.574891479
2.0,2.0,2.574411379
2.0,2.0,2.573931421
2.0,2.0,2.573451604
2.0,2.0,2.572971929
2.0,2.0,2.572492396
2.0,2.0,2.572013005
2.0,2.0,2.571533755
2.0,2.0,2.571054646
2.0,2.0,2.570575679
2.0,2.0,2.570096854
2.0,2.0,2.56961817
2.0,2.0,2.569139627
2.0,2.0,2.568661225
2.0,2.0,2.568182965
2.0,2.0,2.567704845
2.0,2.0,2.567226867
2.0,2.0,2.56674903
2.0,2.0,2.566271334
2.0,2.0,2.565793778
2.0,2.0,2.565316364
2.0,2.0,2.56483909
2.0,2.0,2.564361957
2.0,2.0,2.563884965
2.0,2.0,2.563408113
2.0,2.0,2.562931402
2.0,2.0,2.562454831
2.0,2.0,2.561978401
2.0,2.0,2.561502111
2.0,2.0,2.561025961
2.0,2.0,2.560549952
2.0,2.0,2.560074083
2.0,2.0,2.559598354
2.0,2.0,2.559122765
2.0,2.0,2.558647316
2.0,2.0,2.558172008
2.0,2.0,2.557696839
2.0,2.0,2.55722181
2.0,2.0,2.556746921
2.0,2.0,2.556272171
2.0,2.0,2.555797562
2.0,2.0,2.555323092
2.0,2.0,2.554848761
2.0,2.0,2.554374571
2.0,2.0,2.553900519
2.0,2.0,2.553426607
2.0,2.0,2.552952835
2.0,2.0,2.552479201
2.0,2.0,2.552005707
2.0,2.0,2.551532353
2.0,2.0,2.551059137
2.0,2.0,2.55058606
2.0,2.0,2.550113123
2.0,2.0,2.549640324
2.0,2.0,2.549167665
2.0,2.0,2.548695144
2.0,2.0,2.548222762
2.0,2.0,2.547750519
2.0,2.0,2.547278414
2.0,2.0,2.546806448
2.0,2.0,2.546334621
2.0,2.0,2.545862932
2.0,2.0,2.545391382
2.0,2.0,2.54491997
2.0,2.0,2.544448697
2.0,2.0,2.543977562
2.0,2.0,2.543506565
2.0,2.0,2.543035706
2.0,2.0,2.542564986
2.0,2.0,2.542094403
2.0,2.0,2.541623959
2.0,2.0,2.541153652
2.0,2.0,2.540683484
2.0,2.0,2.540213453
2.0,2.0,2.53974356
2.0,2.0,2.539273805
2.0,2.0,2.538804188
2.0,2.0,2.538334708
2.0,2.0,2.537865366
2.0,2.0,2.537396161
2.0,2.0,2.536927094
2.0,2.0,2.536458164
2.0,2.0,2.535989372
2.0,2.0,2.535520717
2.0,2.0,2.535052199
2.0,2.0,2.534583818
2.0,2.0,2.534115575
2.0,2.0,2.533647469
2.0,2.0,2.533179499
2.0,2.0,2.532711667
2.0,2.0,2.532243972
2.0,2.0,2.531776413
2.0,2.0,2.531308992
2.0,2.0,2.530841707
2.0,2.0,2.530374558
2.0,2.0,2.529907547
2.0,2.0,2.529440672
2.0,2.0,2.528973933
2.0,2.0,2.528507332
2.0,2.0,2.528040866
2.0,2.0,2.527574537
2.0,2.0,2.527108344
2.0,2.0,2.526642288
2.0,2.0,2.526176367
2.0,2.0,2.525710583
2.0,2.0,2.525244935
2.0,2.0,2.524779423
2.0,2.0,2.524314047
2.0,2.0,2.523848807
2.0,2.0,2.523383703
2.0,2.0,2.522918735
2.0,2.0,2.522453902
2.0,2.0,2.521989206
2.0,2.0,2.521524645
2.0,2.0,2.521060219
2.0,2.0,2.520595929
2.0,2.0,2.520131775
2.0,2.0,2.519667756
2.0,2.0,2.519203872
2.0,2.0,2.518740124
2.0,2.0,2.518276511
2.0,2.0,2.517813034
2.0,2.0,2.517349691
2.0,2.0,2.516886484
2.0,2.0,2.516423412
2.0,2.0,2.515960474
2.0,2.0,2.515497672
2.0,2.0,2.515035005
2.0,2.0,2.514572472
2.0,2.0,2.514110075
2.0,2.0,2.513647812
2.0,2.0,2.513185684
2.0,2.0,2.51272369
2.0,2.0,2.512261831
2.0,2.0,2.511800107
2.0,2.0,2.511338517
2.0,2.0,2.510877061
2.0,2.0,2.51041574
2.0,2.0,2.509954553
2.0,2.0,2.509493501
2.0,2.0,2.509032583
2.0,2.0,2.508571798
2.0,2.0,2.508111148
2.0,2.0,2.507650633
2.0,2.0,2.507190251
2.0,2.0,2.506730003
2.0,2.0,2.506269889
2.0,2.0,2.505809908
2.0,2.0,2.505350062
2.0,2.0,2.504890349
2.0,2.0,2.50443077
2.0,2.0,2.503971325
2.0,2.0,2.503512013
2.0,2.0,2.503052835
2.0,2.0,2.50259379
2.0,2.0,2.502134878
2.0,2.0,2.5016761
2.0,2.0,2.501217456
2.0,2.0,2.500758944
2.0,2.0,2.500300566
2.0,2.0,2.499842321
2.0,2.0,2.499384209
2.0,2.0,2.49892623
2.0,2.0,2.498468384
2.0,2.0,2.498010671
2.0,2.0,2.497553091
2.0,2.0,2.497095644
2.0,2.0,2.496638329
2.0,2.0,2.496181148
2.0,2.0,2.495724098
2.0,2.0,2.495267182
2.0,2.0,2.494810398
2.0,2.0,2.494353747
2.0,2.0,2.493897228
2.0,2.0,2.493440842
2.0,2.0,2.492984587
2.0,2.0,2.492528466
2.0,2.0,2.492072476
2.0,2.0,2.491616619
